관광지명,관광지구분,소재지도로명주소,위도,경도,관리기관전화번호,관리기관명,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,주차가능수,category
칠천량해전공원,관광지,경상남도 거제시 하청면 칠천로 265-39,34.977629,128.628247,055-639-8250,경상남도 거제시 거제해양관광개발공사,화장실,정보없음,정보없음,전시실,안내소,정보없음,40,산책/휴식
철암탄광역사촌,관광지,강원특별자치도 태백시 동태백로 406,37.11436554,129.0372165,033-582-8070,강원특별자치도 태백시청,주차장+도로+공중화장실+집,정보없음,정보없음,정보없음,정보없음,정보없음,50,철도/교통 체험
석탄박물관,관광지,강원특별자치도 태백시 천제단길 195,37.11857739,128.9505662,033-552-7720,강원특별자치도 태백시청,주차장+도로+공중화장실+다목적공원+석탄박물관,정보없음,정보없음,정보없음,정보없음,정보없음,50,문화
태백고생대자연사박물관,관광지,강원특별자치도 태백시 태백로 2249,37.0948994,129.0396319,033-581-8181,강원특별자치도 태백시청,주차장+도로+공중화장실+다목적공원+자연사박물관,정보없음,정보없음,정보없음,정보없음,정보없음,50,문화
탑산약수온천,관광지,경상북도 의성군 봉양면 도리원2길 88-42,36.30396195,128.5892642,054-833-5001,경상북도 의성군청,관리사무소 + 화장실 + 주차장,총객실수 33,정보없음,정보없음,정보없음,정보없음,200,자연
후곡약수터,관광지,강원특별자치도 양구군 동면 약수터길 90-1,38.16733552,128.0573744,033-480-7204,강원특별자치도 양구군청,화장실+주차공간,정보없음,정보없음,정보없음,정보없음,정보없음,40,기타
대광해수욕장,관광지,전라남도 신안군 임자면 대광해수욕장길 179,35.10291276,126.0725117,061-240-3554,임자면,화장실(6동)+주차장(4개소)+취사장(5동)+관리사업소(1동),정보없음,정보없음,정보없음,정보없음,정보없음,1000,계절별 명소
완도타워,관광지,전라남도 완도군 완도읍 장보고대로 330,34.31443839,126.763267,061-550-7642,전라남도 완도해양치유관리공단,화장실+주차장+관광안내소,정보없음,정보없음,정보없음,정보없음,정보없음,100,야경/전망대
화진포역사안보전시관,관광지,강원특별자치도 고성군 거진읍 화진포길 280,38.47250515,128.4430602,033-682-0500,국군복지단,화장실+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,60,철도/교통 체험
화진포해양박물관,관광지,강원특별자치도 고성군 현내면 화진포길 412,38.481345,128.435682,033-680-3361,강원특별자치도 고성군청,화장실+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,100,문화
윤동주 유고 보존 정병욱 가옥,관광지,전라남도 광양시 진월면 망덕길 249,34.97075423,127.759122,061-797-2418,전라남도 광양시청 문화예술과,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,1000,기타
광양매화문화관,관광지,전라남도 광양시 다압면 지막1길 21,35.07665864,127.7180474,061-797-3363,전라남도 광양시청 관광과,화장실+주차장+매점,정보없음,정보없음,정보없음,정보없음,정보없음,1000,기타
느랭이골자연리조트,관광지,전라남도 광양시 토끼재길 119-32,35.06003247,127.7114041,1588-2704,느랭이골 자연휴양림 글램핑장,화장실+주차장+매점+매표소,글램핑 40동,힐링산책로+LED 별빛축제,정보없음,레스토랑,관리사무소,1000,자연
구봉산전망대,관광지,전라남도 광양시 구봉산전망대길 155,34.93646837,127.6427008,061-797-2296,전라남도 광양시청 시설관리과,주차장+화장실,정보없음,정보없음,정보없음,카페테리아,관리사무소,1000,자연
광양항해양공원,관광지,,34.92127751,127.6939636,061-797-3363,전라남도 광양시청 관광과,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,1000,산책/휴식
무지개다리,관광지,,34.93679857,127.715141,061-797-3363,전라남도 광양시청 관광과,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,1000,기타
해오름육교,관광지,,34.93442662,127.7061606,061-797-3363,전라남도 광양시청 관광과,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,1000,기타
배알도수변공원,관광지,,34.959931,127.7601849,061-797-3363,전라남도 광양시청 관광과,주차장+화장실,정보없음,정보없음,캠핑장,정보없음,정보없음,1000,산책/휴식
광양 김 시식지,관광지,전라남도 광양시 김시식지1길 57-6,34.94697848,127.7519933,061-797-2418,전라남도 광양시청 문화예술과,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,1000,기타
동악산,관광지,전라남도 곡성군 곡성읍 도림로 175,35.26726372,127.2575047,061-360-8772,전라남도 곡성군청 산림과,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,76,자연
봉두산,관광지,전라남도 곡성군 죽곡면 태안로 622-215,35.13195828,127.3863807,061-360-8780,전라남도 곡성군청 산림과,주차장,정보없음,정보없음,정보없음,정보없음,정보없음,9,자연
노루생태관찰원,관광지,제주특별자치도 제주시 명림로 520(봉개동),33.4443253,126.6266934,064-728-3611,제주특별자치도 제주시 절물생태관리소,사무실 전시실+상시관찰원+사육동+관찰로+어린이놀이시설+파고라 등,정보없음,정보없음,정보없음,정보없음,정보없음,92,자연
제주별빛누리공원,관광지,제주특별자치도 제주시 선돌목동길 60(오등동),33.4445529,126.5491863,064-728-8900,제주특별자치도 제주시 관광진흥과,4D입체영상관+천체투영실+천체관측실+전시실,정보없음,정보없음,정보없음,정보없음,정보없음,100,산책/휴식
팔봉산관광지,관광지,강원특별자치도 홍천군 서면 한치골길 1124,37.703098,127.695183,033-430-2471,강원특별자치도 홍천군청,관리사무소+화장실+주차장,정보없음,풋살장,캠핑장+공연장,향토식당,관리사무실,150,자연
소노벨비발디파크,관광단지,강원특별자치도 홍천군 서면 한치골길 262,37.65233706,127.6873348,033-430-2471,강원특별자치도 홍천군청,관리사무소+화장실+주차장,휴양콘도미니엄,골프장+스키장+승마장,오션월드,관광공연장+식당 등,직원전용 숙소,2000,테마파크/놀이공원
통일전망대,관광지,강원특별자치도 고성군 현내면 금강산로 481,38.51438609,128.416703,033-682-0088,강원특별자치도 고성군청,화장실+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,320,야경/전망대
거제박물관,관광지,경상남도 거제시 거제대로 3791(옥포동),34.894071,128.686203,055-687-6790,거제박물관,화장실,정보없음,정보없음,전시실,안내소,정보없음,10,문화
거제시농업개발원,관광지,경상남도 거제시 거제면 거제남서로 3577,34.856464,128.579187,055-639-6421,거제시농업개발원,화장실,정보없음,정보없음,전시실,안내소,정보없음,50,기타
거제요트학교,관광지,경상남도 거제시 일운면 지세포해안로 41,34.833694,128.701885,055-682-1100,경상남도 거제시청,화장실,정보없음,정보없음,정보없음,안내소,정보없음,25,체험
거제자연휴양림,관광지,경상남도 거제시 동부면 거제중앙로 325,34.785699,128.625943,055-639-8115,경상남도 거제시 거제해양관광개발공사,화장실+ 샤워장+ 취사장,야영데크+ 숲속의집(펜션)+ 수련장,족구장,등산로+산책로,안내소,정보없음,50,자연
계도어촌체험마을,관광지,경상남도 거제시 사등면 가조로 837,34.974872,128.517512,055-632-2515,경상남도 거제시청,화장실+ 샤워장+ 취사장,해상콘도,정보없음,정보없음,안내소,정보없음,10,전통
다대어촌체험마을,관광지,경상남도 거제시 남부면 다대5길 11,34.73449995,128.630513,055-632-7506,경상남도 거제시청,화장실+ 샤워장+ 취사장,해상콘도,정보없음,정보없음,정보없음,정보없음,10,전통
협재관광지,관광지,,33.39349585,126.2385969,064-728-2762,제주특별자치도 제주시 관광진흥과,관리사무소+화장실(4동)+취사장(2동)+샤워탈의장(2동)+주차장,정보없음,다목적운동장+해수풀장,야영장+조경휴게소,정보없음,정보없음,534,기타
곽지관광지,관광지,,33.4499564,126.3041171,064-728-2762,제주특별자치도 제주시 관광진흥과,관리사무소+화장실(2동)+주차장+목욕장,정보없음,정보없음,야영장+조경휴게소+광장,정보없음,정보없음,331,기타
김녕관광지,관광지,,33.5548971,126.7654535,064-728-2762,제주특별자치도 제주시 관광진흥과,관리사무소+화장실(2동)+주차장+샤워탈의장+취사장+여름파출소,정보없음,다목적운동장+야영장+피크닉장+광장+조경휴게지,정보없음,정보없음,정보없음,234,기타
절물자연휴양림,관광지,제주특별자치도 제주시 명림로 584(봉개동),33.44004881,126.6252034,064-728-1510,제주특별자치도 제주시 절물생태관리소,관리사무실 1동(매표소)+방문자센터(전시실. 영상상영관)+물품보관실+공중화장실 2동+연못 2개소+어린이놀이터 3개소+주차시설(7.212㎡) 등,숲속의 집 7동 19실+산림문화휴양관 1동10실,정보없음,정보없음,정보없음,정보없음,238,자연
농월정,관광지,경상남도 함양군 안의면 농월정길 9-35,35.62464301,127.7815571,055-960-4520,경상남도 함양군청,도로+주차장+관리사무소+화장실+노유자시설,정보없음,정보없음,캐빈하우스+오토캠핑장,정보없음,정보없음,150,기타
청소년전통문화체험관,관광지,전라북도 완주군 고산면 대아저수로 416,35.98879491,127.261342,070-4100-1100,전라북도 완주군청,주차장+화장실,정보없음,정보없음,주차장+화장실,주차장+화장실,정보없음,100,체험
놀토피아,관광지,전라북도 완주군 고산면 대아저수로 416,35.98879491,127.261342,070-4100-1100,전라북도 완주군청,주차장+화장실,정보없음,정보없음,주차장+화장실,주차장+화장실,정보없음,100,기타
오성한옥마을,관광지,전라북도 완주군 소양면 오도길 73,35.90695186,127.2367573,063-243-1022,오성한옥마을,주차장+숙박시설+카페,관광숙박+한옥체험,정보없음,주차장+숙박시설+카페,주차장+숙박시설+카페,정보없음,100,전통
무궁화오토캠핑장,관광지,전라북도 완주군 고산면 고산휴양림로 89,35.97398132,127.2315513,063-290-2762,전라북도 완주군청,주차장+화장실,자동차야영장,정보없음,주차장+화장실,주차장+화장실,정보없음,100,야외활동
송광사&벚꽃길,관광지,전라북도 완주군 소양면 송광수만로 255-16,35.885763,127.2417509,063-243-8091,송광사,주차장,정보없음,정보없음,주차장+템플스테이,주차장+템플스테이,정보없음,40,플라워/가드닝
위봉사&위봉폭포&위봉산성,관광지,전라북도 완주군 소양면 위봉길 53,35.9105769,127.2572831,063-243-7657,위봉사,주차장,정보없음,정보없음,주차장,주차장,정보없음,20,자연
화암사,관광지,전라북도 완주군 경천면 화암사길 271,36.06629938,127.2872339,063-261-7576,화암사,주차장+공중화장실,정보없음,정보없음,주차장+공중화장실,주차장+공중화장실,정보없음,20,기타
레인보우힐링관광지,관광지,,36.15635341,127.7865137,043-740-3634,충청북도 영동군청,주차장+화장실,영동 일라이트휴양빌리지+일라이트 호텔,골프연습장,정보없음,정보없음,정보없음,450,기타
송호관광지,관광지,충청북도 영동군 양산면 송호로 105,36.12969079,127.676367,043-740-3632,충청북도 영동군청,주차장+화장실,야영장,축구장+다목적구장,정보없음,정보없음,정보없음,310,기타
유니온파크,관광지,경기도 하남시 미사대로 710,37.54654783,127.2205032,031-790-6255,경기도 하남시청 체육진흥과,도로+주차장+관리사무소+화장실,정보없음,다목적 체육관+테니스장+족구장+농구장+체육시설+어린이 물놀이시설,유니온타워+야외무대,정보없음,정보없음,237,테마파크/놀이공원
